age,annual_income_inr,debt_to_income,credit_utilization,late_payments_12m,accounts_open,loan_amount_inr,employment_length_years,has_mortgage,is_self_employed,region,payment_history_score,default
45,330260,0.509,0.875,0,10,482936,16,1,0,West,0.851,0
42,192989,0.434,0.351,1,8,73897,16,0,1,South,0.583,0
28,512957,0.562,0.707,2,10,154293,19,0,1,South,0.821,0
66,791028,0.056,0.622,2,3,358252,11,0,0,South,1.0,0
21,1021888,0.235,0.246,1,11,585666,17,1,0,South,0.518,0
29,795532,0.137,0.228,1,2,329482,2,0,1,East,0.679,0
32,232934,0.2,0.209,1,4,19971,8,1,1,Central,0.74,0
34,541908,0.039,0.1,1,6,442213,23,0,0,East,0.759,0
27,664158,0.179,0.575,0,7,141142,21,0,0,West,0.559,0
21,644397,0.284,0.486,1,10,426609,23,0,0,South,0.513,0
54,734826,0.368,0.834,0,2,357497,6,0,1,South,0.59,0
68,370737,0.44,0.164,1,11,10000,17,1,1,Central,0.716,0
26,616235,0.171,0.37,0,6,372050,15,0,1,North,0.631,0
35,705080,0.594,0.543,0,8,53036,16,1,0,East,0.831,0
45,806417,0.678,0.556,0,1,570421,5,0,1,West,0.882,0
66,398570,0.742,0.736,2,2,10000,6,0,0,East,0.572,0
55,513710,0.674,0.657,1,5,268113,10,0,0,North,0.751,0
58,120000,0.301,0.708,2,6,110770,11,0,1,North,0.716,1
49,444634,0.273,0.274,1,6,582168,14,0,0,West,1.0,0
41,468896,0.109,0.88,1,2,10000,22,1,0,South,0.637,0
30,345103,0.475,0.859,1,8,766102,17,1,1,South,0.762,1
63,641403,0.332,0.416,1,3,227746,26,0,1,North,1.0,1
60,586013,0.704,0.488,2,3,187139,3,0,1,South,0.402,0
22,120000,0.186,0.885,0,2,454521,23,0,0,South,0.923,1
56,653876,0.355,0.635,2,10,293148,10,0,0,West,0.608,0
25,367918,0.265,0.533,2,8,129986,22,0,1,North,0.483,0
57,721422,0.293,0.513,3,1,147188,16,1,0,East,0.748,0
61,279537,0.739,0.982,0,2,200569,2,0,0,Central,0.731,0
27,607501,0.13,0.624,1,7,161393,23,0,0,South,0.794,0
42,529209,0.243,0.719,0,8,462067,9,0,0,West,0.814,0
27,675775,0.288,0.348,1,11,317202,7,1,1,North,0.685,0
48,631174,0.381,0.696,2,11,392549,6,1,0,South,0.965,0
66,536208,0.167,0.871,1,10,216263,23,0,1,South,0.91,0
24,215931,0.451,0.835,1,10,428866,18,1,1,West,0.769,1
40,230698,0.26,0.727,0,6,161225,28,1,1,Central,0.755,0
68,454028,0.544,0.51,0,11,115787,3,0,0,West,0.879,0
35,597930,0.097,0.879,4,2,198136,19,0,1,North,0.708,0
27,447938,0.03,0.583,0,7,584918,6,0,0,West,0.518,0
44,756302,0.251,0.196,0,2,184811,22,0,1,North,0.686,0
45,530194,0.362,0.834,1,9,193833,5,0,1,East,0.651,1
53,358746,0.12,0.434,2,8,343692,24,0,1,North,0.723,0
36,530475,0.504,0.493,0,11,273875,12,1,1,West,0.525,0
67,656464,0.506,0.053,0,2,82515,25,0,1,West,0.545,0
46,681221,0.133,0.589,1,8,63734,11,0,1,East,0.875,0
35,1069594,0.292,0.406,1,1,449797,2,0,0,South,0.714,0
68,432772,0.136,0.524,3,1,62309,6,1,1,North,0.661,1
66,581630,0.433,0.294,0,5,476864,9,0,0,South,0.639,0
45,706530,0.083,0.653,0,11,206586,5,0,0,South,0.68,0
22,594144,0.103,0.207,2,3,10000,15,0,1,East,0.729,0
50,474845,0.145,0.5,2,4,429398,24,1,1,North,0.456,1
48,212685,0.317,0.438,2,9,460308,10,0,0,West,0.644,1
28,472291,0.136,0.69,1,11,416424,2,0,0,South,0.734,0
52,331574,0.44,0.4,1,6,206762,6,1,0,East,0.682,0
62,168348,0.447,0.45,0,4,228901,13,1,1,East,0.443,0
26,401080,0.692,0.585,1,10,209002,27,0,1,North,0.708,0
56,338227,0.234,0.636,1,6,155804,17,0,1,East,0.699,0
27,745946,0.283,0.639,1,5,356123,23,1,1,South,0.6,0
57,750272,0.629,0.64,1,3,258947,6,1,0,South,0.566,0
41,374030,0.068,0.821,1,11,207108,6,1,0,East,0.734,0
21,534942,0.182,0.454,0,5,157612,3,0,1,South,0.721,1
68,135439,0.602,0.337,0,11,329535,7,1,0,North,0.774,0
29,476415,0.359,0.894,1,3,553535,28,1,1,South,1.0,0
50,699745,0.239,0.64,1,7,323798,18,1,1,North,0.791,0
29,806234,0.104,0.702,1,5,28988,16,1,1,North,0.596,0
66,421738,0.229,0.594,0,3,295102,13,0,0,West,0.893,1
57,862963,0.124,0.373,1,11,396254,3,1,0,East,0.667,0
60,221077,0.528,0.175,1,1,441960,9,1,0,North,0.667,0
42,288093,0.329,0.813,1,1,403184,5,1,0,South,0.569,0
43,777415,0.263,0.91,0,11,326760,25,1,0,Central,0.791,0
52,1017780,0.385,0.293,0,3,842185,7,0,1,Central,0.66,0
59,723357,0.14,0.787,0,6,61893,28,1,1,South,0.838,0
62,589914,0.355,0.689,1,2,597955,7,1,1,Central,0.794,0
21,120000,0.252,0.288,2,3,410709,10,1,0,West,0.58,0
53,120000,0.477,0.42,1,10,758781,2,0,1,North,0.564,0
26,632352,0.311,0.396,0,5,10265,19,0,1,South,0.743,0
35,510484,0.364,0.483,0,10,607363,4,0,1,South,0.893,0
61,323541,0.7,0.477,0,11,627611,10,1,1,North,0.866,0
33,616383,0.02,0.353,2,11,268557,29,1,0,East,0.935,0
60,628782,0.08,0.402,0,11,129943,28,0,0,East,0.732,0
43,836103,0.146,0.579,2,5,724602,2,0,0,North,0.844,0
32,634150,0.071,0.355,2,3,135166,12,0,0,East,0.879,1
37,907098,0.181,0.829,2,9,509337,17,0,0,South,1.0,0
47,601998,0.04,0.552,1,6,599041,6,0,0,South,0.77,0
58,571166,0.144,0.786,1,2,267874,2,1,0,North,0.653,0
50,866078,0.552,0.236,1,9,266525,11,0,0,North,0.884,0
66,355389,0.133,0.285,1,10,653066,14,1,1,East,0.512,0
63,1303611,0.419,0.426,4,8,238542,9,1,0,South,0.873,0
57,693814,0.642,0.855,0,6,188487,25,1,1,Central,0.912,0
50,695207,0.321,0.541,0,8,10000,15,0,0,Central,0.864,0
35,731273,0.078,0.799,0,2,524312,11,1,1,North,0.571,0
41,1069284,0.457,0.087,0,10,225309,2,0,1,West,0.745,1
26,798126,0.121,0.511,0,10,456569,28,0,0,East,0.875,0
39,198736,0.229,0.988,2,9,270570,18,0,0,South,0.791,1
66,950867,0.678,0.319,1,5,567091,26,1,1,South,0.718,0
41,514775,0.084,0.432,0,7,575029,23,0,1,East,0.744,0
26,626788,0.4,0.41,0,1,100909,18,0,0,Central,1.0,0
52,280186,0.278,0.559,1,6,207207,7,1,1,North,0.563,0
68,731550,0.297,0.123,0,7,416228,8,1,1,Central,0.522,0
63,437156,0.185,0.884,0,10,581446,7,0,1,East,0.571,1
34,625042,0.595,0.426,2,10,322596,20,1,0,North,1.0,0
43,528975,0.35,0.207,0,9,342853,10,0,0,South,0.82,0
47,1081253,0.497,0.234,0,2,369705,3,0,0,North,0.628,0
33,1095565,0.074,0.22,1,3,124847,15,1,0,East,1.0,0
34,611628,0.014,0.283,0,10,209308,1,0,0,North,0.541,0
32,615994,0.499,0.461,0,6,262954,3,1,1,South,0.623,0
69,506639,0.336,0.683,1,9,500184,26,0,1,North,0.535,0
57,876501,0.08,0.753,3,7,658984,16,1,1,Central,0.722,0
62,517770,0.442,0.42,1,1,117986,7,0,0,South,0.782,0
61,494665,0.566,0.52,0,11,444313,19,1,0,South,0.733,0
67,844648,0.225,0.342,0,10,343665,11,1,1,South,0.891,1
26,465425,0.528,0.371,0,6,199658,29,1,1,East,0.651,0
64,590561,0.567,0.145,2,3,108050,25,0,0,North,0.668,0
24,204672,0.211,0.264,1,4,345726,28,1,1,East,0.756,0
44,776047,0.578,0.534,1,9,183008,7,0,1,North,0.986,0
50,1085216,0.305,0.616,0,3,374599,9,0,0,Central,0.78,0
38,780306,0.526,0.8,1,7,99564,18,1,0,East,0.668,0
28,965449,0.718,0.798,0,11,79235,19,1,1,Central,0.831,0
30,388474,0.132,0.62,1,6,515042,4,0,0,North,0.679,0
61,659081,0.197,0.632,0,7,339064,21,1,0,South,0.749,0
36,364210,0.762,0.592,0,5,334415,11,0,0,East,0.684,0
36,543058,0.284,0.922,1,3,198796,24,1,1,East,0.527,0
66,793052,0.377,0.752,1,3,451660,14,0,1,West,0.613,0
28,625455,0.325,0.303,1,5,263464,2,1,1,North,0.94,0
65,246839,0.146,0.361,0,6,455633,17,1,0,West,0.755,0
66,271242,0.531,0.712,0,1,209308,3,0,1,East,0.732,0
50,254709,0.402,0.253,0,10,87523,21,1,1,Central,0.715,0
29,722863,0.326,0.56,3,1,154661,8,0,1,West,0.666,1
28,1115973,0.105,0.549,0,3,384667,15,0,0,South,0.716,0
34,940614,0.144,0.954,0,4,102353,8,0,1,North,0.653,0
49,126003,0.246,0.918,0,11,662349,4,0,0,East,0.747,0
28,955268,0.639,0.381,1,8,27837,23,1,1,East,0.551,0
43,834100,0.681,0.072,1,2,270062,6,1,1,West,0.812,0
26,213675,0.272,0.704,0,9,538190,24,0,1,North,0.697,1
47,524199,0.076,0.033,0,6,357116,19,1,0,East,0.516,0
22,873880,0.353,0.057,1,1,229437,14,0,0,Central,0.665,0
55,737608,0.287,0.48,1,5,530101,14,1,0,North,0.649,0
23,272726,0.483,0.097,0,8,114273,14,1,1,North,0.859,0
30,752685,0.549,0.312,1,6,242318,12,0,0,North,0.682,0
29,120000,0.157,0.717,1,9,10000,15,0,1,North,0.589,1
61,544294,0.091,0.33,0,11,476779,0,0,0,South,0.408,0
23,884489,0.494,0.556,0,3,412019,0,1,1,East,0.62,0
42,604598,0.418,0.274,0,7,412513,18,1,0,East,0.884,0
49,475265,0.353,0.745,1,2,326038,11,1,1,North,0.777,0
46,822336,0.059,0.611,1,5,316257,24,1,1,South,0.577,0
54,843687,0.23,0.166,1,8,321614,2,1,0,South,0.681,0
60,927509,0.163,0.402,1,6,360983,3,0,1,East,0.719,0
40,818585,0.181,0.601,1,7,326041,3,0,0,South,0.943,0
61,870343,0.16,0.177,0,6,113691,26,0,1,North,0.708,0
36,783227,0.381,0.23,0,5,10000,20,0,0,North,0.628,0
69,666382,0.055,0.204,1,9,717605,14,0,0,North,0.76,0
45,622377,0.405,0.917,0,7,170317,16,1,1,West,0.802,0
57,540685,0.164,0.3,1,3,264871,8,1,0,North,0.821,0
63,296907,0.227,0.263,0,9,522696,13,1,1,South,0.818,0
59,361172,0.598,0.173,0,9,367379,9,0,0,South,1.0,0
62,529496,0.204,0.255,0,2,13918,22,0,0,West,0.525,0
47,660363,0.231,0.379,2,8,67043,23,0,1,West,0.687,1
23,960203,0.22,0.156,0,6,476056,17,1,1,West,0.705,0
45,589550,0.657,0.906,2,7,419386,6,1,0,East,0.514,1
29,850869,0.159,0.188,2,4,196734,7,1,1,East,0.539,0
64,869828,0.353,0.448,3,1,291735,11,0,1,Central,0.668,0
32,542138,0.164,0.129,0,4,307696,19,1,1,North,0.652,0
32,748672,0.148,0.242,1,6,349510,26,1,0,South,0.629,0
33,539117,0.073,0.247,1,9,384164,8,1,1,East,0.437,0
52,930533,0.189,0.965,0,4,222232,23,1,0,East,0.538,0
48,758960,0.076,0.434,1,8,440177,3,1,1,Central,0.621,0
67,302379,0.186,0.218,2,8,418787,4,1,1,West,0.669,0
41,640381,0.051,0.612,1,10,474367,28,0,1,East,0.749,0
34,1012028,0.346,0.754,0,9,454140,9,0,0,South,0.665,0
23,554692,0.462,0.576,0,5,449062,25,0,1,West,0.604,0
21,711928,0.309,0.24,2,5,209055,10,0,0,South,0.758,0
39,736469,0.069,0.086,0,6,275191,16,1,1,West,0.743,0
66,340844,0.274,0.64,2,4,129721,0,0,0,South,0.565,0
46,727676,0.066,0.613,1,2,340217,2,0,1,East,0.999,0
64,251541,0.117,0.095,1,7,139714,28,0,0,South,0.362,0
25,443593,0.47,0.081,0,10,393981,12,0,0,South,0.804,0
25,868930,0.169,0.551,0,6,539896,22,1,0,South,0.84,1
61,689189,0.252,0.288,2,7,299861,17,0,0,West,0.86,0
26,523880,0.663,0.516,0,8,191722,20,1,1,East,0.753,0
23,711615,0.035,0.576,0,11,398806,9,1,0,East,0.499,0
40,584976,0.561,0.703,0,7,506456,28,0,1,South,0.997,0
66,603144,0.474,0.406,1,7,150447,5,1,0,South,0.5,0
54,764204,0.614,0.799,0,11,323109,21,0,0,West,0.543,0
25,418158,0.25,0.499,1,2,362720,15,0,0,South,0.623,1
62,610084,0.67,0.559,0,2,244396,16,1,1,South,0.514,0
62,521932,0.11,0.425,1,7,402577,26,1,1,North,0.515,0
60,203599,0.462,0.16,3,10,10000,0,0,1,South,0.57,0
65,369886,0.365,0.521,1,11,368772,9,0,1,West,0.411,0
32,992051,0.011,0.831,0,5,658709,23,0,0,West,0.72,0
68,696180,0.155,0.519,0,2,412082,26,0,0,South,0.636,0
36,269102,0.386,0.755,1,8,307659,27,1,1,North,0.665,0
60,214911,0.51,0.579,1,4,56772,11,0,0,West,0.744,0
49,571959,0.888,0.669,0,3,231384,12,1,1,Central,0.683,0
59,990296,0.537,0.872,0,8,361785,8,0,0,West,0.604,0
51,553310,0.292,0.37,0,10,318665,11,0,0,South,0.77,1
52,926749,0.079,0.591,1,7,53171,25,0,0,South,0.661,0
51,687982,0.047,0.782,0,4,349856,10,0,0,West,0.58,0
59,717812,0.37,0.35,3,3,128506,2,0,1,North,0.68,0
57,266069,0.3,0.765,0,11,185091,29,0,0,North,0.892,0
27,834380,0.276,0.619,3,2,479378,22,0,1,Central,0.616,0
61,516266,0.513,0.33,2,8,252278,4,0,0,East,0.799,0
47,815773,0.506,0.341,2,2,170760,14,1,1,East,0.553,0
36,396457,0.039,0.432,1,6,103065,23,1,1,North,0.705,1
46,644262,0.361,0.277,1,6,156948,2,1,0,West,0.742,0
68,688000,0.458,0.504,0,10,192094,6,1,0,East,0.571,0
63,561491,0.107,0.159,0,11,471598,20,0,1,South,0.648,0
61,701136,0.023,0.364,0,10,293594,22,0,0,East,0.559,0
43,533400,0.519,0.128,0,6,540837,11,0,0,Central,0.573,0
59,437735,0.532,0.092,1,6,66345,1,0,1,Central,0.699,0
39,1001370,0.215,0.54,1,5,558180,22,1,1,North,0.942,0
54,862238,0.153,0.095,0,3,270070,21,0,1,North,0.763,0
52,409783,0.392,0.915,0,3,254786,15,1,0,East,0.706,0
33,742111,0.246,0.588,2,2,252494,7,1,0,East,0.914,0
34,414330,0.299,0.69,0,10,751919,24,1,0,Central,0.505,0
23,303828,0.049,0.647,2,9,204657,20,0,1,East,0.904,1
27,858452,0.094,0.527,0,11,714165,0,1,1,West,0.646,0
42,173975,0.323,0.15,1,4,472697,24,1,0,West,0.745,0
44,831713,0.281,0.461,2,8,78966,14,0,1,South,0.804,0
29,536819,0.555,0.612,2,1,107672,20,1,0,South,0.775,0
41,547113,0.209,0.57,0,6,338404,15,0,1,East,0.649,0
50,702437,0.071,0.786,1,5,320758,2,0,1,East,0.828,0
32,745299,0.259,0.507,1,11,220333,25,1,0,South,0.642,0
37,393414,0.402,0.676,0,5,192952,26,0,0,South,0.642,0
39,779431,0.265,0.358,0,6,609762,25,0,0,North,0.696,0
45,628342,0.768,0.437,0,10,330781,16,0,1,North,0.779,0
38,285986,0.789,0.598,1,4,394052,14,0,1,North,0.554,0
57,557531,0.628,0.598,2,11,323466,6,0,1,East,0.571,1
37,945319,0.605,0.544,0,3,308669,8,1,1,East,0.445,0
42,1019148,0.585,0.641,1,10,730901,4,1,1,West,0.662,0
39,779337,0.554,0.604,0,2,414622,13,0,0,North,0.862,0
29,302414,0.169,0.356,1,7,826057,19,1,1,Central,1.0,1
54,722651,0.224,0.216,0,5,455671,21,1,1,South,0.741,0
32,812715,0.374,0.183,2,2,169537,11,1,0,West,0.951,0
35,781426,0.436,0.578,0,5,548756,2,1,1,South,0.71,0
59,796238,0.558,0.639,1,2,284636,27,1,1,South,0.72,1
67,690815,0.395,0.108,1,3,604945,29,0,0,North,0.686,0
53,581896,0.267,0.738,1,9,164788,20,1,0,South,0.698,0
65,447908,0.18,0.704,0,6,10000,19,1,0,South,0.699,0
62,125516,0.34,0.554,2,8,320425,26,1,1,South,0.656,1
44,684910,0.219,0.495,1,9,593576,12,1,1,Central,0.97,0
58,646513,0.19,0.648,0,8,173877,15,1,1,West,0.787,0
37,739393,0.234,0.199,0,7,415970,17,1,1,North,0.598,0
43,265614,0.144,0.738,1,6,165204,15,0,1,South,0.801,0
47,761254,0.241,0.163,1,9,488835,26,0,0,South,0.854,0
68,1113636,0.367,0.21,1,10,226997,7,1,1,Central,0.52,0
62,619612,0.201,0.454,4,9,353655,12,0,1,East,0.86,0
44,584583,0.69,0.092,2,5,233372,28,1,0,West,0.84,0
52,677250,0.441,0.197,0,2,149928,6,0,0,South,0.761,0
30,1108084,0.474,0.556,1,4,10000,18,1,0,East,0.942,0
60,344088,0.355,0.208,0,11,40025,20,0,0,North,0.856,0
48,650801,0.112,0.698,0,8,244319,25,0,1,North,0.644,0
47,400085,0.331,0.089,0,2,389754,1,1,0,East,0.727,0
58,463248,0.583,0.488,1,5,670799,15,1,0,East,0.918,1
52,587602,0.154,0.537,2,9,196038,11,1,0,West,0.637,0
24,936830,0.102,0.634,1,11,172607,13,1,1,East,0.648,0
35,1050247,0.261,0.645,2,7,35000,6,1,0,South,0.751,0
29,712035,0.186,0.522,0,10,471111,9,0,1,East,0.675,0
57,505851,0.404,0.711,1,6,414294,22,0,1,North,1.0,0
22,1223184,0.272,0.569,0,9,389492,28,1,1,East,0.913,0
30,493111,0.543,0.768,1,10,368933,25,1,1,North,1.0,0
50,457216,0.047,0.605,1,7,225352,22,0,1,South,0.893,0
55,156264,0.631,0.691,1,9,571687,24,0,1,North,0.741,1
45,949022,0.242,0.502,0,3,144662,22,0,0,East,0.41,0
63,842061,0.307,0.541,0,1,205234,3,0,0,East,0.761,1
66,1204451,0.355,0.382,2,6,96736,19,1,0,North,0.54,0
27,252619,0.109,0.068,1,7,274224,4,0,1,North,0.473,0
67,964542,0.378,0.826,1,4,144923,10,1,1,South,0.884,0
51,617533,0.304,0.485,1,6,174123,27,1,1,Central,0.541,0
52,801525,0.382,0.539,0,5,60027,27,0,0,West,0.599,0
25,188055,0.197,0.79,2,5,108310,18,0,0,South,0.634,0
51,967020,0.161,0.458,0,9,10000,21,1,0,West,0.727,0
56,796629,0.067,0.267,0,1,371615,8,0,0,North,0.696,0
49,590272,0.265,0.378,0,3,127553,22,1,1,North,0.818,0
25,761278,0.055,0.265,1,10,622240,17,0,1,West,0.792,0
46,408626,1.05,0.193,1,10,489394,15,1,0,West,0.469,0
66,455139,0.584,0.802,1,4,313934,21,0,0,North,0.935,0
56,484138,0.21,0.679,1,6,414021,27,1,1,West,0.533,0
27,136818,0.189,0.795,0,11,471701,20,0,1,North,0.553,1
68,815439,0.361,0.789,1,5,201010,12,0,1,South,0.968,0
67,897898,0.155,0.627,1,9,259308,11,0,0,West,0.692,0
29,424663,0.734,0.369,0,2,515623,7,1,1,South,0.873,0
60,687050,0.293,0.809,1,9,528555,18,1,1,West,0.81,0
40,533614,0.312,0.7,0,6,145747,10,1,1,South,0.77,0
50,682068,0.275,0.217,0,7,759191,2,1,0,East,0.596,0
42,443105,0.252,0.269,2,4,29473,16,1,0,West,0.671,0
59,379143,0.301,0.274,1,10,10000,27,0,1,North,0.953,1
69,863018,0.194,0.545,2,4,644508,0,0,1,North,0.597,0
59,584032,0.347,0.884,0,3,445739,24,0,0,North,0.711,0
66,1105527,0.758,0.588,1,5,337078,25,1,1,South,0.778,0
67,611577,0.343,0.497,3,7,462014,26,1,1,North,0.641,0
25,368480,0.516,0.274,1,1,164198,2,0,0,East,0.597,0
33,906735,0.112,0.296,1,7,10000,7,1,0,South,0.673,0
56,757700,0.435,0.494,3,3,210064,23,1,1,Central,0.67,0
49,781718,0.395,0.696,0,5,160555,7,1,1,West,0.475,1
23,897650,0.614,0.879,0,3,102308,29,0,0,East,0.742,0
25,436800,0.355,0.581,1,7,179454,16,0,1,West,0.899,0
46,568186,0.181,0.622,0,1,182265,10,0,1,Central,0.198,0
51,557137,0.282,0.115,0,9,205610,11,1,0,East,0.728,0
29,277313,0.482,0.236,1,3,376216,13,0,1,South,0.25,0
29,534102,0.417,0.591,0,3,411567,5,0,0,West,0.922,0
27,934094,0.616,0.797,1,1,359906,10,1,1,South,0.611,1
48,659334,0.13,0.954,1,11,10000,23,1,1,South,0.702,0
21,263484,0.172,0.686,0,8,96535,2,0,1,East,0.548,0
49,211040,0.082,0.116,0,6,99250,2,0,1,North,0.996,0
44,1016194,0.273,0.23,1,4,539339,11,1,1,North,1.0,0
43,577420,0.079,0.372,0,8,130308,0,1,0,East,0.533,0
54,438147,0.21,0.861,0,6,10000,13,0,0,North,0.516,0
46,531502,0.339,0.445,1,10,437798,24,0,1,West,0.826,0
56,230673,0.189,0.604,2,9,318249,15,1,0,West,0.829,0
58,955773,0.069,0.923,1,11,802880,6,0,1,East,0.642,0
66,501736,0.238,0.822,0,10,23773,1,0,0,North,0.541,0
60,941850,0.353,0.629,0,7,256410,26,1,0,South,0.925,0
46,612912,0.175,0.551,0,1,92580,23,0,0,East,0.659,0
45,957382,0.268,0.374,0,11,92970,16,0,1,North,0.651,0
32,664173,0.16,0.587,3,3,135455,8,0,0,South,0.718,0
50,813308,0.535,0.333,2,7,80321,18,1,0,North,0.478,0
27,779773,0.361,0.557,1,9,337179,22,1,0,East,0.605,0
66,755822,0.788,0.856,0,3,312599,0,0,1,West,0.548,0
62,686983,0.533,0.108,1,9,293693,22,1,1,West,0.401,0
26,541787,0.178,0.097,0,7,553654,13,1,0,North,0.57,0
59,1078858,0.154,0.577,1,11,411621,11,0,0,North,0.69,0
26,373265,0.828,0.265,2,2,467091,27,1,1,West,0.579,1
56,601076,0.309,0.402,0,4,332286,24,0,0,North,0.677,0
25,603721,0.385,0.876,1,8,361838,22,1,0,South,0.538,0
44,700610,0.581,0.453,0,10,485540,21,1,1,East,0.79,0
53,492631,0.657,0.703,2,3,71363,7,1,1,South,0.846,0
56,678686,0.25,0.371,0,8,169180,28,0,0,South,0.797,0
41,557789,0.221,0.619,2,5,314633,1,0,1,South,0.722,0
66,204511,0.48,0.446,1,10,308304,10,1,1,South,0.821,0
58,602388,0.067,0.725,0,5,15756,4,1,1,South,0.606,0
31,324858,0.314,0.197,0,11,452407,5,0,1,West,0.579,0
53,166403,0.311,0.677,1,3,587891,23,1,0,West,0.687,0
56,634218,0.497,0.09,1,11,572730,6,1,0,East,0.616,0
37,721970,0.279,0.469,0,8,161347,14,1,0,South,0.904,0
57,731674,0.375,0.391,3,3,469985,21,1,1,South,1.0,1
65,741792,0.349,0.973,1,4,219365,14,1,0,West,1.0,0
61,120000,0.172,0.761,1,1,314098,7,1,0,South,0.838,1
58,259745,0.214,0.188,1,11,520409,25,1,0,North,0.754,0
52,1093380,0.387,0.707,1,2,568127,9,1,1,East,0.405,0
34,338197,0.726,0.699,1,1,211599,13,0,1,North,0.637,0
59,752710,0.28,0.429,0,7,196140,6,1,1,Central,0.589,0
38,428265,0.225,0.682,1,5,599663,13,0,0,South,0.6,0
47,619918,0.412,0.347,0,8,279814,1,1,0,North,0.903,0
36,441686,0.18,0.682,0,6,10000,1,1,0,East,0.918,0
36,740385,0.385,0.478,1,3,387992,0,0,0,West,0.637,0
28,634193,0.337,0.97,2,7,139728,23,0,0,West,0.608,1
68,487927,0.521,0.419,1,10,243146,8,1,1,South,0.667,1
28,337456,0.187,0.906,1,2,418632,13,0,0,East,0.425,0
25,666943,0.276,0.266,1,4,10000,12,1,1,East,0.893,0
66,296820,0.639,0.452,2,10,452849,28,0,0,West,0.824,1
48,706870,0.687,0.133,2,11,10000,23,0,0,South,0.514,0
42,1256621,0.153,0.731,0,3,151444,6,1,1,North,0.517,0
57,937542,0.399,0.798,2,9,363634,1,0,0,South,0.949,0
39,779586,0.858,0.638,1,5,53914,5,1,1,East,0.827,0
27,578598,0.669,0.393,0,8,54606,5,0,0,North,0.978,0
56,120000,0.433,0.197,0,7,366996,0,1,0,Central,0.588,0
29,269428,0.312,0.914,1,5,405865,21,0,0,North,0.974,0
48,920698,0.342,0.235,0,1,264463,20,0,0,North,0.563,0
67,402560,0.043,0.456,1,4,423909,16,1,0,North,0.729,0
66,425186,0.14,0.73,1,7,1105669,16,0,0,South,0.445,0
38,558587,0.528,0.378,0,9,10000,8,0,0,West,0.63,0
59,334488,0.221,0.26,1,3,10000,8,1,0,West,0.735,0
51,293307,0.254,0.526,2,3,524676,2,0,1,North,0.645,0
44,587381,0.184,0.514,1,9,63485,9,1,0,Central,0.802,0
27,377117,0.112,0.337,0,3,373909,12,0,0,East,0.586,0
39,414745,0.127,0.82,0,4,421428,9,1,0,East,0.708,0
52,404702,0.345,0.513,1,5,293066,26,1,0,North,0.658,1
69,730590,0.397,0.584,1,7,355569,11,0,0,West,0.656,0
21,541968,0.107,0.311,1,4,641861,22,0,0,East,0.828,0
56,555357,0.219,0.52,0,6,177561,9,1,1,North,0.603,0
62,749236,0.217,0.458,0,11,555355,26,0,0,South,0.68,0
67,564490,0.17,0.382,1,10,38010,13,1,0,North,0.634,0
41,530436,0.277,0.654,0,6,370188,22,0,0,North,0.947,0
26,717612,0.508,0.818,0,4,397359,25,1,0,North,0.7,0
34,767049,0.377,0.261,0,5,284737,25,0,0,South,0.701,0
62,563231,0.258,0.636,1,6,494041,15,0,0,West,0.663,0
64,620151,0.331,0.703,0,5,308657,24,0,1,East,0.768,0
52,404552,0.572,0.7,0,6,366500,23,1,1,East,0.64,0
27,384829,0.348,0.257,0,7,158807,5,1,0,North,0.634,0
26,792286,0.409,0.209,2,2,100352,17,0,1,North,0.634,0
44,711235,0.21,0.421,2,7,95355,15,0,1,South,0.711,0
49,713824,0.104,0.683,1,6,177395,8,1,0,Central,0.864,0
22,670213,0.03,0.818,0,11,43760,20,0,1,East,0.653,0
54,611550,0.209,0.218,1,6,673541,29,1,0,South,0.505,1
47,774102,0.336,0.742,0,5,238393,13,1,1,North,0.478,0
21,833777,0.316,0.204,1,2,298180,5,0,1,North,1.0,0
25,827807,0.078,0.91,1,2,70451,22,0,0,North,0.577,1
43,574805,0.143,0.414,1,7,708878,28,0,1,East,0.986,0
56,946748,0.431,0.733,1,5,249044,1,0,1,North,0.665,0
61,657115,0.292,0.353,1,6,182168,28,0,1,North,0.556,0
42,758094,0.416,0.954,1,3,200587,21,0,1,East,0.688,0
35,670521,0.843,0.626,1,2,257801,5,1,0,North,0.794,0
68,661751,0.311,0.483,1,11,239237,11,0,1,South,0.666,0
43,416062,0.23,0.036,3,7,30809,4,1,1,Central,0.61,0
36,775337,0.299,0.411,0,7,472040,16,1,0,West,0.466,0
42,1311323,0.315,0.769,1,6,77226,8,0,1,West,0.606,0
21,506301,0.387,0.316,1,1,461887,19,1,0,North,0.761,0
35,617748,0.309,0.692,2,10,33923,18,1,1,Central,0.468,0
46,488448,0.748,0.403,0,7,334647,23,1,1,South,0.635,0
66,477995,0.262,0.288,0,6,95127,12,0,0,North,0.74,0
57,986112,0.873,0.162,2,11,154441,18,0,1,South,0.879,0
59,431757,0.323,0.467,0,3,396209,25,1,0,North,0.534,0
47,481479,0.147,0.741,1,3,536192,12,0,1,South,1.0,1
26,203126,0.144,0.201,1,9,664507,29,0,0,North,0.769,0
40,410597,0.405,0.571,0,10,374617,13,0,0,South,0.525,0
69,172900,0.192,0.856,0,5,298909,13,0,0,North,0.722,1
23,757951,0.537,0.847,1,2,107336,17,0,1,South,0.592,0
64,1299924,0.144,0.479,2,10,10000,0,1,0,South,0.465,0
